Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Protocol,Flow Inter-Arrival Time,Flow Jitter,Label
3389.0,73831.2777318333,4.0,13.0,687.2088489831511,12268.638955410272,150.03693629432826,30.080135714795418,380.60038928046356,255.1053855362689,64.25907816602852,34.52575109644843,99.45905390023842,11.13975912294649,7400.585047190065,230.254717543243,160.86468682904578,13.944030987985196,88.41467222103239,21.99048433204101,6.202667344437232,89.11434957658768,6.33508213144261,85.98932798685173,53.10288010680201,53.48058949211137,13.174310730543617,63.0734218578411,37.09359078915745,36.32141227289796,0.0,0.0,0.0,0.0,69.73720743912223,86.79241546042614,73.16442855338852,68.22207534517773,88.62372859765385,90.03498693085108,73.66156962062041,82.04893707788314,24.207284181973435,68.15564859594161,48.971143488141486,84.92252267727719,96.10214405919177,1.0,26.803389425320375,67.16941995251722,85.49961848044293,2.8,68.19474126479035,68.84239192148307,81.76888472982867,70.2861968059214,82.72128984423877,99.11941631684988,54.4480138412141,66.62668809153507,61.56088397484586,28.265583818768505,83.33820863205786,38.691270979050586,95.47942807020294,82.71835050364629,15.587352441240197,6.076037487952375,14.102483447016427,77.8864535274535,72.94306015464453,60.26733133834772,18.216211558224753,45.031845660540554,53.56713260906146,97.05409605309727,21.93999995997788,17.0,35.2124061753027,64.30424884896806,BENIGN
443.0,46882.56927396112,14.0,14.0,18628.7495511305,3511.6501173039533,1260.1955762277041,48.33904322776178,703.8611717003154,192.67325375903982,98.38260352982887,18.987819882883585,75.51163905385629,11.171176634101796,25361.30962267361,152.4887608025511,929.4073599629154,30.890006044339874,1.7958553020611354,69.3764223287394,16.040155087596027,34.69633730823406,20.05620946565674,85.59429932908964,45.630282930423036,15.060167428569812,65.07371985045889,72.68028058218296,48.68810576081171,70.04069585514343,0.0,0.0,0.0,0.0,61.98983753397504,6.8781556005700955,65.41029482854753,86.86706513192317,37.16011110658479,15.439195194955674,33.87854443816391,89.59551613094051,3.517352161623634,8.458894865947029,87.22583873357047,58.066100978075596,65.11920207640976,1.0,49.26028941184662,35.62963599837483,91.90855109960641,1.0,29.75091634823717,73.99511295244862,73.87492880901232,8.8063091351226,93.33765391338763,1.2446864739026962,1.443214880402998,62.10593065118467,95.92460927346855,19.470889979405708,6.93059758757809,69.47656191596558,5.941125199021739,53.55069991348733,98.30176946494309,45.020103384080954,90.91560260820948,41.37486412376393,80.83375839612926,54.400990593191835,88.68918065119419,2.2516170585636273,16.595999263323087,3.305944666013588,76.16993676938502,6.0,40.840313039175065,2.6817293541869995,Web Attack - Sql Injection
80.0,26048.894272655165,18.0,16.0,6362.024595901788,2776.28404266092,216.27470104591188,51.129841054966874,293.9183666850202,157.41699914116967,48.38561267443514,17.59091396907729,76.2076253891675,28.06747633711216,10386.700874426024,329.5608957386538,297.40144088042445,89.6280169914716,65.02924255050966,54.60096603375678,24.043654960743407,43.228532460872394,89.30256882048953,92.82442162271322,47.145526189699964,19.20676079639684,63.6096873067335,81.58909889838746,53.12735297061336,66.01592622014569,0.0,0.0,0.0,0.0,53.29472490029403,52.99063663833589,1.3600787733618205,98.8323961625002,75.4465517938257,59.87360139706307,82.77895707757308,73.33514010269836,89.52662788318278,43.62541116374973,94.7195516801381,68.0585036390108,36.99961217722623,1.0,8.921938590553612,31.891170184909104,20.224388460520586,0.8947368421052632,70.35151199479945,17.722126141421317,65.89034740584404,54.86485757981456,46.92457401165917,72.28909312628213,81.27220382028679,6.283032708819028,14.558863967061509,15.895909938386616,75.0783713421877,78.99259134556094,44.87898678158723,71.42918794631072,8.458297760232664,60.03852598483617,0.666059467954191,33.409749903229844,82.23649061046419,2.3531965000900894,69.26065934036632,25.384942281950796,81.49282956658041,2.2629387777310166,83.64149135521924,6.0,65.7109558954209,95.8471156056109,Web Attack - XSS
443.0,90424.14929918478,65.0,66.0,54487.85838055995,72876.81624874477,180.954145613359,45.907954216105225,245.66312614505262,68.70928244371115,67.60890618350763,72.99341743077743,81.02192928675613,67.31889634870335,1077.2346777925488,279.2769659314445,1946.0877240506006,34.52927676557116,55.12457999890726,46.82951241799474,29.418297458843906,27.719311351887715,2.783474709548744,36.1785455957099,39.680017556022285,89.00694903530174,72.54686568965745,35.76532806577598,69.81136263843892,31.78191057561881,0.0,0.0,0.0,0.0,20.170104424268185,85.20967373717843,3.674292477221998,19.677465961894697,38.280607746358406,31.662055628318942,16.31413562231302,2.9570694510897244,39.22538314899949,93.3160064371177,35.05437240068382,63.34734261780028,67.64563176093374,1.0,45.916526114978566,41.93251583280591,61.98640589820702,1.0151515151515151,67.57660591366545,62.1466415882744,93.53519745835334,94.12664631006778,19.08524431742624,1.013007940347434,85.7112719084843,88.96250631836729,21.706754463955928,99.54446211372309,65.68723538525718,33.71130824377737,96.7988600004399,9.603114678334181,10.219376823264612,66.19084793996014,71.61608897112588,79.49859982497823,62.75349464065644,40.69092094252995,35.42282916780138,39.35848733383658,69.76483872393317,96.22891816907602,73.99607879830866,6.0,91.24242315968384,28.04478411172087,Heartbleed
80.0,8887.582104262514,16.0,4.0,10195.059581452804,3397.3841371886706,558.7420549226288,39.8493598768402,191.11170168726093,176.53949486539076,59.25828143530702,12.404683407286452,15.76383815295748,79.04475094800131,4574.3136737504965,2250.33082849473,523.9392464929589,27.41453603604075,68.50122319995275,9.832954300722493,82.20248136576951,98.82398828080382,37.43172542625766,50.602457181298185,44.32692678599625,89.42935608903845,1.0924103659182738,65.38058618426723,65.27159045307293,38.300262328965516,0.0,0.0,0.0,0.0,22.011430847489756,24.044299873362068,80.06636570926771,6.703699327858407,56.426032212808465,30.75337623752873,26.598256465585212,50.6231927865505,89.79636447734872,61.847382711829354,78.88220171275682,60.10830954836182,69.8018064092868,1.0,43.29752411445024,92.60556535729756,50.24370814187218,0.29411764705882354,55.22228945575364,52.544053775159476,31.687283114475356,23.200719716358652,7.476112915143946,71.84568070205461,28.998598790720045,38.98087652324116,92.00082345634864,56.68809020624619,9.798098584003432,79.98123009110259,25.687446851034604,55.31531368035363,51.04714933891267,23.884076350952885,11.665526375978649,21.20503448884731,9.824046176440163,27.63523909331491,99.73002132267271,40.26901729761412,86.40245029436753,54.96285144369324,66.69164962543992,6.0,15.719162178080566,27.55310615545535,BENIGN
80.0,10939.114274400052,2700.0,49.0,2241304.1492010355,24469.10956972371,401.17707505242146,46.12132035467833,687.3497411871348,190.41676171761338,65.38848148282732,16.360507105536815,91.59225641076067,99.25298721599601,318779.6811650328,4246.687394513345,1101.5813871539356,65.88244764657438,80.08149419004297,59.305815148400306,24.700650390385434,14.350652213260195,99.20664855751714,16.76369893874029,1.2447605642013149,67.86286793687344,3.0540690815018636,27.38203265855414,93.9613904772792,19.309964486553802,0.0,0.0,0.0,0.0,42.620904987078404,94.04070155384947,35.168685264089646,72.15104947969523,62.715719772012726,89.64731921486872,16.378542085878184,94.80753215061014,47.18216064167952,91.97992300944978,11.722921575653173,82.00663905454303,97.5281695371101,1.0,6.959657309521178,6.104399662952737,97.36803435153462,0.018511662347278787,36.34647187558302,46.02064422095059,52.61661388810595,9.996061234648524,57.05672348348422,7.406693478748817,35.49107188573616,43.3922736289767,72.01981040155866,54.33804693391105,27.493235484307295,70.89957239312545,40.65740443549737,72.43084494597174,32.43268386584194,69.77076898717225,65.7774822329137,99.8023270172101,22.202195323858266,15.937576099599477,15.19427880625115,56.39170859971919,83.11694733379974,61.80772550614392,6.810596673928114,6.0,40.074518475327054,23.783583634715097,DoS Slowhttptest
53.0,79447.65188607512,5.0,15.0,1930.8385979727964,3877.588680903005,1124.2385750515236,41.00454948147006,715.4225373453013,29.83551089997791,0.9062365043270334,90.83747922406066,40.78558327074885,11.581244725177706,7612.759657631189,251.738088227947,3136.983945627549,74.56364596776105,25.669966067361948,96.54641718232088,43.325247092840975,4.327130920237093,41.0627304412888,50.32233999510753,48.815227563353154,90.60760007770486,88.75881851401331,82.58617694421586,9.027982081623176,93.97932279885792,0.0,0.0,0.0,0.0,27.91045292465406,5.002916769037718,99.72715588566544,6.381436522248945,6.171785408377537,80.31990996410133,7.114525623006502,45.86837515738333,70.52393187329814,33.292523514460605,66.54461076982321,95.58606338930335,99.45031703105462,1.0,49.98810350938306,76.07506898842513,65.6873083706707,2.6666666666666665,91.76139957026196,93.16695478206036,57.71197791844256,30.405921065239095,12.407255254217496,35.790206649772905,69.6942840655527,39.96348141066222,2.1521090953062805,59.71171432498823,41.247535255816544,25.359576925426573,34.37463335404744,69.3849705679515,3.707028476142262,39.269761522174775,7.761496007197593,71.44086411343082,99.37459645621601,37.59775802806851,85.82059987031441,87.04497370960068,71.2676211125618,11.99264638126131,75.34904961019785,17.0,42.45792837433894,74.81605123171846,BENIGN
22.0,11681.167446962372,18.0,26.0,8507.708647650461,6732.618397418798,264.0294268156643,39.7997927987916,592.9112079769309,297.37039538525545,51.856435404879285,3.302572100112444,48.350345272124535,49.59379913534827,2866.6045362833925,3766.7467913442138,414.7541445075242,37.264719723581784,57.39729821972974,4.651994746293281,84.46018997301029,52.0992004793858,3.311725952389709,98.37842664048021,38.23708353375953,98.67410526949303,18.115182522351006,3.0942204605529033,71.36704573750806,94.54798871518955,0.0,0.0,0.0,0.0,7.851422768700988,73.5790779880612,7.013637513347396,79.41138089648813,58.16838967038249,78.20415237070661,37.21118388625349,90.54789710881946,30.335906086319376,28.392032812950593,96.0673665897022,12.369340269394968,59.29644457432885,1.0,57.443245439980394,23.750123747676888,31.776265723409047,1.4210526315789473,28.73017033909597,84.62214503613653,39.01635432706962,35.93425815158131,63.70840750880589,49.6011212797825,42.654735865225796,70.9711064027342,41.32066731749674,22.29360330881005,74.2104581259945,6.874628625774233,99.96769721119026,59.7034381224656,21.708599893029277,19.898310214221517,27.444210200585527,87.93926395057254,82.68618212866646,14.538360526626986,60.04406070040556,91.09920325743845,73.340123411073,58.78699811058688,20.94216633548394,6.0,94.35848594028938,89.19123396691768,BENIGN
80.0,19954.145046290094,1229.0,16.0,1194465.3921620848,8082.76779206508,606.0631448389809,58.28730515643665,246.39781965175231,25.23754870394037,17.829399326818663,29.56655810276677,90.62296750365881,60.898248495801205,64901.56994106299,11447.838590212188,1298.2876618785554,29.671068667222716,73.81877380293923,3.977264897648704,6.479810994474078,12.134633545513154,90.42856018738496,90.4900569054899,24.474777231915766,53.83252265868245,96.44675561225577,68.81549923983188,36.4323751503541,54.438479671616896,0.0,0.0,0.0,0.0,93.40413557961041,49.81918968747387,80.08705605329348,61.298820930299556,63.08768360935597,78.63212258502776,74.04118986772576,29.261773897521113,19.882037521403312,79.17316275138133,19.503834192170494,98.69617971916864,42.64823781247219,52.609515056746716,37.94687803057966,92.26170674679571,38.6771445712759,0.013821138211382113,4.541158833722816,0.2858539394590519,2.3862138904873293,57.92685224210349,81.78001485795853,89.89196981068669,74.2607597354533,63.20422895999915,38.740093388691335,41.52788241729832,83.29842602048804,14.867946993408596,81.80098383139308,32.48890918354858,31.265866250491836,4.478207272511801,84.35767125124036,13.439767918031821,58.09479623456773,70.99723080826891,73.11243679648484,52.53627100819665,89.72538011387275,20.480293229956942,13.51450326343329,6.0,91.91000703345787,3.4666377646162063,DoS GoldenEye
443.0,5084.516831245621,7.0,12.0,727.0746673311106,11040.690307023942,167.78489352443677,37.675278319485216,512.0737589838341,299.58994427059696,43.85130580491955,87.32063598688424,13.698733981733204,53.06181310535622,5968.625211853526,3736.8349108887346,723.8691277988065,62.11858886423669,31.369589564690504,73.61782592074482,66.40417285165132,46.45253020362472,64.04313058106632,84.04263390368732,60.08096390257809,56.92251809754373,62.180528477033775,67.589932656048,40.37505361412259,83.69768395781163,0.0,0.0,0.0,0.0,92.39797734401499,62.22412688543842,88.68412136592521,74.49055528634865,42.354203721467094,49.65213572440566,57.05613251675669,93.91261634831923,64.84313314525403,50.903541957075255,12.427525333808054,66.72135418366967,55.51718280087779,1.0,94.00681605600099,34.26910929534599,79.56482028039007,1.625,28.3245164503166,17.260512973372048,1.317984270815198,89.55253268554769,44.51740905993297,28.191375796278006,40.37387658030417,71.2139717516604,39.38759632046458,22.65051882516483,8.870231907434539,62.21041842963325,97.27163244399289,63.515970760609214,94.69403142495705,87.81246622517664,15.668436509682483,87.91631188007061,0.20896683559525514,51.01312129549395,52.319516665608624,72.70982513399395,75.62658436657964,23.24371612652366,88.21455232351263,6.0,17.993289861246208,96.15197463197161,BENIGN
